prospect_no,loan_disb_date,asset_cost,disb_amt,down_payment,roi,age,is_exist_cust,dist_from_off,is_expat,children,earning_members,yrs_in_curr_resi,source_type,marital_status,gender,applicant_type,locality,accommodation_type,current_residence,veh_own,foir,tenure,vin_in_business,ltv,target,random
11902,27-06-2015,1597625,1070409,527216,14,42,1,50,1,1,2,5,direct,Married,Male,Individual,Middle Class,Apartment,Rented,2,33,72,63,67,0,0.178066261
11903,31-03-2015,1164434,780171,384263,15,46,0,13,1,0,3,5,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,39,216,22,67,0,0.990062333
11904,30-09-2015,1397937,1244164,153773,14,53,1,20,0,3,4,10,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,44,84,16,89,0,0.565336606
11905,29-01-2015,1710008,1265406,444602,20,21,0,0,0,1,1,0,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,35,120,11,74,0,0.962872903
11906,17-07-2015,514202,334231,179971,18,39,0,11,0,3,1,1,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,45,120,72,65,0,0.462132152
11907,14-11-2015,1306183,718401,587782,19,29,1,59,1,2,1,0,direct,Single,Female,Individual,Above Avg,Townhouses,Relatives,1,35,60,7,55,0,0.768299042
11908,23-03-2015,1136384,795469,340915,10,57,0,2,1,1,3,7,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,31,120,7,70,0,0.551959066
11909,17-09-2015,824381,494629,329752,12,44,0,11,1,5,1,2,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,50,96,40,60,0,0.410180519
11910,27-07-2015,734396,550797,183599,18,22,0,25,1,1,1,0,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,35,180,85,75,0,0.69509486
11911,23-11-2015,1555565,1057784,497781,18,44,0,7,0,2,1,3,direct,Married,Male,Individual,Below Avg,Apartment,Owned,2,31,240,36,68,0,0.436599798
11912,06-06-2015,817098,506601,310497,10,50,0,7,1,4,1,2,direct,Married,Male,Individual,Middle Class,Apartment,Rented,2,45,120,28,62,0,0.928793755
11913,31-05-2015,1640927,1181467,459460,20,36,0,26,0,1,1,8,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,41,144,78,72,0,0.225181254
11914,15-02-2015,1705595,784574,921021,14,45,0,56,1,7,2,5,direct,Single,Male,Co-App,Above Avg,Townhouses,Relatives,1,41,132,51,46,0,0.062178396
11915,15-05-2015,625308,487740,137568,12,45,0,1,1,7,1,2,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,31,240,39,78,0,0.108356283
11916,14-08-2015,876493,525896,350597,12,42,1,14,1,0,1,2,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,45,60,41,60,0,0.326180742
11917,09-08-2015,1187240,593620,593620,17,42,0,49,0,1,1,2,channel,Single,Male,Co-App,Above Avg,Townhouses,Rented,1,43,240,67,50,0,0.434729308
11918,23-05-2015,1196816,514631,682185,13,42,1,30,1,1,1,3,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,45,60,45,43,0,0.68131335
11919,01-12-2015,1303974,638947,665027,16,46,0,20,1,0,4,7,direct,Single,Male,Co-App,Above Avg,Townhouses,Relatives,1,37,240,24,49,0,0.540572008
11920,20-11-2015,1297292,869186,428106,15,50,0,20,0,3,3,6,direct,Single,Female,Individual,Above Avg,Townhouses,Relatives,1,37,216,24,67,0,0.243045366
11921,23-01-2015,836614,627461,209153,18,35,0,31,1,3,1,0,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,45,144,86,75,0,0.67236672
11922,04-09-2015,1192223,655723,536500,17,42,0,49,0,1,1,2,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,45,240,67,55,0,0.481575766
11923,10-03-2015,1513404,953445,559959,12,46,0,49,0,2,2,6,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,53,144,35,63,0,0.739741272
11924,01-01-2015,631093,372345,258748,14,50,1,6,1,1,1,1,channel,Single,Male,Co-App,Above Avg,Townhouses,Rented,1,55,84,49,59,0,0.984581266
11925,16-09-2015,978847,714558,264289,17,43,0,36,0,1,1,2,channel,Single,Female,Individual,Above Avg,Townhouses,Relatives,1,37,96,65,73,0,0.278298659
11926,07-05-2015,1002420,671621,330799,10,49,0,18,0,4,1,3,direct,Single,Female,Individual,Posh,Townhouses,Relatives,0,40,204,29,67,0,0.913676868
11927,28-04-2015,1077916,765320,312596,14,49,0,9,1,2,2,4,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,49,120,19,71,0,0.259999433
11928,02-03-2015,1773960,1348210,425750,14,42,0,59,1,1,2,5,channel,Single,Male,Co-App,Below Avg,Villa,Rented,1,31,144,51,76,0,0.756727636
11929,27-07-2015,1250782,650407,600375,12,59,0,8,0,3,4,17,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,45,144,73,52,0,0.971007035
11930,23-05-2015,1590132,810967,779165,20,25,0,47,1,2,1,0,direct,,Male,Co-App,Above Avg,Townhouses,Rented,1,41,144,10,51,0,0.023990524
11931,05-07-2015,1262160,795161,466999,12,58,0,8,0,2,4,17,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,43,144,38,63,0,0.17906119
11932,13-11-2015,1413016,1003241,409775,19,43,0,4,0,2,3,6,direct,Single,Female,Individual,Above Avg,Townhouses,Relatives,1,39,228,28,71,0,0.310352789
11933,10-10-2015,1318803,1041854,276949,14,55,0,16,0,6,4,9,channel,Single,Male,Co-App,Above Avg,Townhouses,Rented,1,31,144,15,79,0,0.187905887
11934,26-09-2015,1202926,685668,517258,11,60,0,5,0,3,1,13,direct,Married,Male,Individual,Middle Class,Apartment,Rented,2,53,240,22,57,1,0.344429871
11935,22-12-2015,1011787,860019,151768,12,54,0,0,1,4,3,4,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,31,120,4,85,0,0.606440586
11936,17-12-2015,585461,286876,298585,16,42,0,11,1,1,1,1,direct,Single,Male,Co-App,Below Avg,Townhouses,Rented,1,41,144,57,49,0,0.482874749
11937,11-10-2015,709551,432826,276725,12,42,0,5,0,0,1,2,direct,,Male,Co-App,Below Avg,Townhouses,Rented,1,43,108,40,61,0,0.016318456
11938,26-06-2015,1190077,797352,392725,15,47,0,14,0,1,3,5,channel,Single,Male,Co-App,Above Avg,Townhouses,Rented,1,46,144,22,67,0,0.862951143
11939,02-06-2015,763310,511418,251892,18,38,0,24,1,2,1,2,channel,Single,Female,Individual,Posh,Townhouses,Relatives,0,26,180,73,67,0,0.231580967
11940,27-04-2015,1222947,868292,354655,13,55,1,11,0,6,4,7,direct,Single,Female,Individual,Posh,Townhouses,Relatives,0,43,156,14,71,0,0.628418804
11941,28-07-2015,1196522,813635,382887,13,52,0,10,1,3,4,7,direct,Single,Female,Individual,Posh,Townhouses,Relatives,0,32,144,13,68,0,0.430560005
11942,20-02-2015,1218891,828846,390045,15,46,0,16,0,0,3,6,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,45,240,23,68,0,0.150501079
11943,10-01-2015,949403,550654,398749,12,45,0,17,1,7,1,3,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,31,96,43,58,0,0.762269408
11944,25-10-2015,1278937,767362,511575,12,57,1,9,1,1,1,19,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,48,72,43,60,0,0.368923978
11945,23-02-2015,1651134,1106260,544874,14,42,0,53,1,0,2,5,channel,Married,Male,Individual,Middle Class,Apartment,Rented,2,54,132,51,67,0,0.189211446
11946,26-10-2015,861422,568539,292883,10,47,0,9,1,2,1,2,direct,Married,Male,Individual,Below Avg,Villa,Company Provided,2,54,180,24,66,0,0.986859456
11947,05-09-2015,1371896,850576,521320,12,50,0,40,1,4,2,5,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,35,96,35,62,0,0.437609629
11948,26-11-2015,764128,557813,206315,14,48,0,13,1,1,1,1,direct,Single,Female,Individual,Above Avg,Townhouses,Relatives,0,28,216,52,73,0,0.595626976
11949,16-04-2015,1289654,696413,593241,18,45,0,55,1,2,1,3,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,45,84,67,54,0,0.641465684
11950,25-07-2015,1309616,785770,523846,13,42,1,36,0,0,2,4,direct,Single,Male,Co-App,Below Avg,Villa,Rented,1,41,84,45,60,0,0.414273483
11951,16-11-2015,1236924,1001908,235016,12,57,0,7,1,1,4,15,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,51,216,30,81,0,0.541152117
11952,30-08-2015,1751178,910613,840565,20,39,0,10,1,3,1,9,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,29,132,79,52,0,0.948285976
11953,09-04-2015,1513559,696237,817322,16,47,1,51,0,0,2,3,channel,Single,Male,Co-App,Above Avg,Townhouses,Relatives,1,66,180,59,46,0,0.705211671
11954,16-06-2015,1085369,1031101,54268,17,42,0,42,0,1,1,2,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,44,96,65,95,0,0.594434164
11955,09-08-2015,929013,631729,297284,16,45,0,26,1,3,2,3,channel,Single,Male,Co-App,Above Avg,Townhouses,Relatives,1,51,240,19,68,0,0.195509581
11956,27-04-2015,1757681,843687,913994,20,37,0,2,1,2,1,9,direct,Single,Male,Co-App,Below Avg,Villa,Company Provided,1,48,240,26,48,0,0.56945653
11957,08-04-2015,1103044,496370,606674,10,55,1,0,0,0,3,5,direct,Married,Male,Individual,Middle Class,Apartment,Owned,0,56,84,0,45,0,0.640374545
11958,17-10-2015,553931,254808,299123,16,43,0,9,0,2,1,1,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,49,144,58,46,0,0.601688578
11959,16-03-2015,1183574,887681,295893,11,46,0,29,0,2,1,4,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,48,216,30,75,1,0.260926335
11960,04-04-2015,945034,765478,179556,10,48,0,14,0,3,1,3,direct,Married,Male,Individual,Below Avg,Apartment,Owned,2,31,204,29,81,0,0.398553491
11961,26-06-2015,1393073,905497,487576,19,44,0,30,1,2,3,6,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,28,180,28,65,0,0.787253963
11962,02-10-2015,1268104,900354,367750,18,44,0,23,0,3,3,5,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,45,216,25,71,0,0.379507291
11963,19-02-2015,797169,358726,438443,14,50,0,15,1,1,1,1,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,39,132,53,45,0,0.343400382
11964,22-06-2015,1208045,857712,350333,13,55,0,10,1,6,4,7,direct,Single,Male,Co-App,Below Avg,Villa,Rented,1,45,156,14,71,0,0.405250465
11965,30-03-2015,835099,668079,167020,18,36,1,28,1,1,1,3,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,48,240,73,80,0,0.362972079
11966,28-02-2015,1602180,1201635,400545,20,36,0,6,0,1,1,8,direct,,Male,Individual,Middle Class,Apartment,Owned,2,45,240,77,75,0,0.003969315
11967,04-01-2015,1274635,1083440,191195,14,53,0,14,0,3,1,8,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,49,120,15,85,0,0.798807664
11968,19-12-2015,1488210,1309625,178585,14,44,0,45,0,5,2,4,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,29,60,47,88,0,0.056941616
11969,29-05-2015,691893,428974,262919,12,45,0,5,0,7,1,2,direct,,Male,Individual,Middle Class,Apartment,Owned,2,45,96,39,62,1,0.012982756
11970,06-01-2015,1717769,1082194,635575,14,43,0,56,1,2,2,5,direct,Single,Male,Co-App,Below Avg,Villa,Rented,1,33,240,51,63,0,0.720288586
11971,19-08-2015,1011168,596589,414579,13,42,0,20,0,1,1,3,direct,Single,Male,Co-App,Above Avg,Townhouses,Relatives,1,43,96,43,59,0,0.425814637
11972,09-01-2015,615319,523021,92298,18,40,0,16,1,3,1,2,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,31,180,72,85,0,0.832072346
11973,11-01-2015,1063234,903749,159485,14,47,0,8,1,1,2,4,direct,Single,Male,Co-App,Below Avg,Villa,Rented,1,43,120,19,85,0,0.683085385
11974,07-11-2015,1379052,841222,537830,12,46,0,41,0,2,2,5,direct,Married,Male,Individual,Below Avg,Apartment,Owned,2,35,120,36,61,0,0.151179692
11975,06-09-2015,701868,315841,386027,12,42,0,5,1,1,1,2,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,45,132,69,45,0,0.204576761
11976,08-07-2015,1507568,799011,708557,16,50,1,51,1,1,2,3,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,37,60,59,53,0,0.774851822
11977,16-12-2015,902207,577412,324795,19,34,0,35,1,3,1,0,direct,Single,Male,Co-App,Below Avg,Townhouses,Rented,1,46,156,84,64,0,0.336414826
11978,06-08-2015,1009510,575421,434089,19,39,0,37,1,3,1,4,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,38,204,30,57,0,0.519958472
11979,21-09-2015,640993,288447,352546,16,44,1,15,1,2,1,1,direct,Single,Male,Co-App,Below Avg,Villa,Rented,1,47,96,61,45,0,0.769226184
11980,22-08-2015,1591211,1002463,588748,12,49,0,54,1,3,2,6,channel,Single,Male,Co-App,Above Avg,Townhouses,Relatives,1,39,96,37,63,0,0.630218302
11981,25-06-2015,451108,342842,108266,16,43,0,3,0,1,1,1,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,54,144,56,76,1,0.797313195
11982,22-05-2015,1685198,825747,859451,20,36,0,36,0,1,1,8,channel,Single,Female,Individual,Posh,Townhouses,Relatives,0,54,120,78,49,0,0.463261457
11983,17-09-2015,668079,387486,280593,14,48,0,8,0,0,1,1,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,29,144,49,58,0,0.370722617
11984,25-01-2015,1157017,914043,242974,10,58,0,3,1,2,3,9,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,41,120,14,79,0,0.111498911
11985,09-05-2015,1249310,936983,312327,12,59,0,8,1,2,4,16,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,45,144,34,75,0,0.517729868
11986,20-06-2015,1582757,1297861,284896,12,47,0,53,0,3,2,6,direct,Single,Male,Co-App,Below Avg,Villa,Rented,1,44,132,37,82,1,0.435568225
11987,22-03-2015,349950,150479,199471,18,34,0,2,1,3,1,0,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,35,204,80,43,0,0.38516297
11988,20-01-2015,882470,670677,211793,16,45,0,4,1,4,2,3,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,43,108,19,76,0,0.674246904
11989,12-01-2015,1252178,713741,538437,13,45,1,33,1,7,2,4,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,39,72,45,57,0,0.14116138
11990,15-11-2015,762730,503402,259328,16,43,0,22,1,2,1,1,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,37,144,61,66,0,0.243858598
11991,27-10-2015,1365606,1297326,68280,16,50,0,24,1,3,4,7,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,58,120,78,95,1,0.788093577
11992,28-08-2015,1241283,856485,384798,13,53,0,12,1,4,4,8,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,43,144,14,69,0,0.57167282
11993,10-04-2015,1279652,627029,652623,15,46,0,19,0,0,3,6,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,52,240,24,49,0,0.826861216
11994,04-05-2015,717687,444966,272721,10,50,0,1,0,4,1,2,direct,Single,Female,Individual,Posh,Townhouses,Relatives,0,47,120,28,62,0,0.221538934
11995,21-06-2015,1083680,650208,433472,13,42,1,24,1,0,1,3,direct,Married,Male,Individual,Below Avg,Apartment,Owned,2,58,60,45,60,0,0.61024813
11996,31-10-2015,1514426,999521,514905,20,45,0,36,0,3,3,7,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,52,180,30,66,0,0.613744702
11997,25-10-2015,1174190,1068513,105677,18,43,0,19,0,1,2,5,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,54,216,24,91,0,0.125435451
11998,27-02-2015,1191019,726522,464497,11,50,0,29,1,4,1,4,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,36,120,31,61,0,0.484445897
11999,10-10-2015,1525551,991608,533943,18,42,0,14,0,1,1,3,direct,Single,Male,Co-App,Above Avg,Townhouses,Relatives,1,31,180,70,65,0,0.797484742
12000,30-12-2015,1055187,559249,495938,17,44,0,40,1,2,1,2,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,45,216,65,53,0,0.633969386
12001,10-12-2015,1112312,789742,322570,10,56,0,0,0,0,3,5,channel,Single,Male,Co-App,Above Avg,Townhouses,Relatives,1,53,240,0,71,0,0.843661233
12002,13-07-2015,1070631,449665,620966,14,50,0,8,0,3,2,4,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,31,96,20,42,0,0.909810557
12003,15-05-2015,1118231,693303,424928,15,48,0,11,1,2,3,5,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,41,132,21,62,0,0.832129467
12004,11-11-2015,882477,485362,397115,16,43,0,4,1,1,2,3,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,45,96,84,55,0,0.798429316
12005,07-06-2015,1268338,710269,558069,18,43,0,24,1,1,3,5,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,32,216,25,56,0,0.803303019
12006,09-03-2015,796619,382377,414242,14,50,0,15,1,1,1,1,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,57,192,53,48,0,0.937693381
12007,29-06-2015,418316,196609,221707,18,38,0,6,0,2,1,0,direct,Single,Female,Individual,Posh,Townhouses,Relatives,0,48,96,69,47,0,0.431581284
12008,23-06-2015,1260052,793833,466219,12,58,0,8,0,2,4,17,direct,Single,Female,Individual,Above Avg,Townhouses,Relatives,0,51,144,36,63,0,0.097962901
12009,13-10-2015,800198,376093,424105,14,47,1,15,0,0,1,1,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,43,96,53,47,0,0.47237504
12010,10-05-2015,1269304,825048,444256,12,56,0,9,1,1,1,18,direct,Single,Male,Co-App,Above Avg,Townhouses,Rented,1,41,120,41,65,0,0.685471309
12011,25-06-2015,1339167,883850,455317,19,45,0,27,0,4,3,6,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,53,180,26,66,0,0.897640028
12012,26-01-2015,719561,388563,330998,18,28,0,24,0,2,1,0,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,48,132,84,54,0,0.091239506
12013,28-05-2015,1410559,733491,677068,18,45,0,62,0,2,1,3,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,54,156,68,52,0,0.139551593
12014,31-03-2015,401690,180761,220929,18,30,0,8,1,2,1,0,direct,Married,Male,Individual,Below Avg,Apartment,Owned,2,42,132,24,45,0,0.056607809
12015,11-01-2015,1171709,726460,445249,18,43,0,19,0,1,2,5,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,43,96,81,62,0,0.09650388
12016,08-01-2015,1150177,483074,667103,19,35,0,50,1,3,1,0,direct,Single,Male,Co-App,Below Avg,Villa,Rented,1,56,96,18,42,0,0.394387451
12017,12-04-2015,1064368,979219,85149,11,49,0,22,1,4,1,3,channel,Single,Male,Co-App,Above Avg,Townhouses,Relatives,1,53,132,30,92,0,0.839498388
12018,17-10-2015,1515158,1000004,515154,20,45,0,36,0,4,3,7,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,53,180,30,66,0,0.10967185
12019,10-11-2015,454907,227454,227453,18,21,0,9,1,1,1,0,channel,,Male,Individual,Below Avg,Apartment,Owned,2,45,144,80,50,0,0.004133382
12020,24-08-2015,1124865,877395,247470,12,54,0,8,0,4,3,6,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,58,120,10,78,0,0.987983668
12021,26-11-2015,1668956,984684,684272,20,22,0,33,0,1,1,0,direct,Married,Male,Individual,Below Avg,Apartment,Owned,2,49,156,16,59,1,0.759300362
12022,21-12-2015,856731,642548,214183,10,47,0,9,1,2,1,2,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,43,240,27,75,0,0.340802776
12023,31-03-2015,1456431,742780,713651,20,38,0,33,0,2,1,7,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,42,144,77,51,0,0.883004133
12024,12-08-2015,742712,675868,66844,16,45,0,21,0,2,1,1,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,39,144,61,91,0,0.763773838
12025,06-09-2015,1205025,783266,421759,18,44,0,20,0,2,3,5,direct,Married,Male,Individual,Below Avg,Apartment,Owned,2,35,180,24,65,0,0.631073394
12026,01-09-2015,1140748,1049488,91260,15,46,0,12,1,0,3,5,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,45,216,22,92,0,0.376184011
12027,12-01-2015,1360309,775376,584933,13,45,1,38,1,7,2,4,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,31,84,47,57,0,0.264284948
12028,26-05-2015,1233285,702972,530313,17,43,1,51,0,2,1,2,direct,Single,Female,Individual,Above Avg,Townhouses,Relatives,1,47,72,41,57,0,0.92779663
12029,12-03-2015,1049784,440909,608875,19,22,0,44,1,1,1,0,channel,Single,Male,Co-App,Below Avg,Villa,Rented,1,28,156,11,42,0,0.668899965
12030,12-04-2015,1201324,768847,432477,11,59,1,5,0,2,4,13,direct,Married,Male,Individual,Middle Class,Apartment,Rented,2,45,156,23,64,0,0.419496275
12031,16-08-2015,1305457,731056,574401,13,45,0,35,1,7,2,4,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,31,96,44,56,0,0.519896333
12032,01-05-2015,1352138,608462,743676,18,45,1,59,1,2,1,3,direct,,Male,Individual,Middle Class,Apartment,Owned,2,36,84,68,45,0,0.01769761
12033,20-06-2015,1087820,522154,565666,17,44,0,14,1,2,2,4,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,37,156,22,48,0,0.0485477
12034,19-04-2015,1496279,1182060,314219,20,44,0,35,0,2,3,7,direct,Single,Male,Co-App,Below Avg,Townhouses,Rented,1,55,180,30,79,0,0.72078534
12035,13-10-2015,1032877,919261,113616,14,48,0,46,1,1,2,4,direct,Single,Male,Co-App,Below Avg,Villa,Rented,1,31,240,19,89,1,0.067548056
12036,13-05-2015,1794449,1004891,789558,16,47,0,8,0,0,2,4,direct,Married,Male,Individual,Below Avg,Villa,Company Provided,2,41,156,50,56,0,0.516148724
12037,18-10-2015,1266767,912072,354695,14,52,0,14,1,3,4,8,direct,Single,Female,Individual,Above Avg,Townhouses,Relatives,0,44,144,15,72,0,0.067867343
12038,15-11-2015,1451229,943299,507930,20,45,0,8,0,4,3,7,direct,Single,Female,Individual,Above Avg,Townhouses,Relatives,0,54,180,28,65,0,0.371216722
12039,02-03-2015,1861956,1526804,335152,10,48,0,9,0,3,1,2,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,35,240,14,82,1,0.326143832
12040,24-09-2015,1174082,763153,410929,18,44,0,19,0,2,2,5,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,28,144,24,65,0,0.056429638
12041,29-09-2015,1491645,1372313,119332,16,49,0,30,0,2,1,8,direct,Single,Female,Individual,Above Avg,Townhouses,Relatives,1,47,240,28,92,0,0.575920846
12042,24-04-2015,730233,452744,277489,12,45,0,6,0,7,1,2,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,51,120,39,62,0,0.067198119
12043,05-12-2015,1494250,687355,806895,20,32,1,48,1,3,1,0,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,45,72,14,46,0,0.886643629
12044,11-04-2015,1669971,1001983,667988,20,24,1,2,0,1,1,0,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,36,84,13,60,0,0.242960994
12045,02-04-2015,1495746,822660,673086,20,44,0,35,0,2,3,7,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,43,180,30,55,0,0.663948531
12046,09-07-2015,1765080,1429715,335365,20,38,0,32,0,2,1,9,direct,Single,Male,Co-App,Below Avg,Townhouses,Rented,1,46,204,77,81,1,0.796088145
12047,15-01-2015,1340119,790670,549449,13,43,0,37,0,3,2,4,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,26,156,47,59,0,0.402138199
12048,13-10-2015,1535611,936723,598888,20,35,1,4,1,3,1,0,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,60,72,9,61,0,0.413569315
12049,26-05-2015,1112591,723184,389407,17,43,0,16,1,2,2,4,direct,Married,Male,Individual,Middle Class,Apartment,Rented,2,28,180,23,65,0,0.758784382
12050,10-03-2015,1459645,744419,715226,20,39,0,62,1,3,1,7,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,45,144,77,51,0,0.161560954
12051,17-06-2015,1376183,1073423,302760,19,39,0,57,1,2,1,6,channel,Married,Male,Individual,Middle Class,Apartment,Rented,2,59,180,76,78,0,0.390995139
12052,10-10-2015,1160656,696394,464262,19,30,1,51,0,3,1,0,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,45,60,10,60,0,0.438084755
12053,16-06-2015,873828,742754,131074,17,45,0,29,0,2,1,2,direct,Single,Male,Co-App,Below Avg,Villa,Rented,1,45,120,63,85,0,0.321570324
12054,04-03-2015,1019008,825396,193612,17,43,1,11,1,1,2,4,direct,Single,Male,Co-App,Above Avg,Townhouses,Rented,1,46,156,22,81,0,0.682872914
12055,10-05-2015,919101,579034,340067,12,45,0,16,0,6,1,3,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,43,96,67,63,0,0.891282596
12056,30-09-2015,1475504,1077118,398386,20,37,1,62,0,1,1,7,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,54,168,77,73,0,0.397088401
12057,29-12-2015,1166119,653027,513092,18,44,0,18,0,3,2,5,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,31,96,81,56,0,0.426972547
12058,12-05-2015,920888,534115,386773,12,43,1,16,1,3,1,3,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,53,84,42,58,0,0.999305726
12059,05-05-2015,1017509,885233,132276,17,43,0,38,0,2,1,2,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,52,96,65,87,0,0.292902762
12060,22-11-2015,1493430,672044,821386,18,42,1,22,1,1,1,3,direct,Single,Male,Co-App,Below Avg,Villa,Rented,1,58,72,68,45,0,0.735872507
12061,05-01-2015,896752,627726,269026,10,50,0,12,0,4,1,2,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,53,180,29,70,0,0.105576579
12062,26-04-2015,1339544,1272567,66977,14,51,0,17,1,1,1,9,direct,Married,Male,Individual,Middle Class,Apartment,Rented,2,47,84,16,95,0,0.173847648
12063,21-02-2015,1203859,722315,481544,11,57,0,5,1,1,4,13,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,48,96,16,60,0,0.289022982
12064,20-09-2015,1597866,1214378,383488,20,39,1,11,0,3,1,8,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,56,72,77,76,0,0.885284023
12065,03-04-2015,1052808,936999,115809,14,49,0,7,0,3,2,4,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,46,120,19,89,1,0.626120351
12066,10-09-2015,1042223,427311,614912,17,42,0,40,1,1,1,2,channel,Single,Female,Individual,Posh,Townhouses,Relatives,0,45,180,44,41,0,0.827952766
12067,15-04-2015,1435576,674721,760855,20,40,1,67,0,2,1,0,direct,Married,Male,Individual,Below Avg,Apartment,Owned,2,26,240,21,47,1,0.634756538
12068,04-02-2015,1243408,845517,397891,15,47,0,17,0,1,3,6,channel,Single,Male,Co-App,Below Avg,Villa,Rented,1,34,240,23,68,0,0.652874785
12069,22-12-2015,854501,572516,281985,16,43,1,2,1,1,2,3,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,32,240,18,67,0,0.569778431
